App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Pekalongan CJ,SOCIAL,NaN,0,5.9,0+,Free,0,Teen,Social,21-Jul-18,0.0.1,4.4 and up
Batmobile™ R/C Controller,FAMILY,3.7,452,30,"100,000+",Free,0,Everyone,Entertainment,2-Feb-18,1.0.8,4.4 and up
MagicLight BT,LIFESTYLE,2.7,135,6.5,"10,000+",Free,0,Everyone,Lifestyle,11-Jul-18,1.2.1,4.3 and up
"Club Factory Everything, Unbeaten Price",SHOPPING,4.2,244141,7.3,"10,000,000+",Free,0,Everyone,Shopping,6-Aug-18,4.4.5,4.3 and up
Golden Dictionary (FR-AR),BOOKS_AND_REFERENCE,4.2,5775,4.9,"500,000+",Free,0,Everyone,Books & Reference,19-Jul-18,7.0.4.6,4.2 and up
FK Sūduva Marijampolė,SPORTS,NaN,2,26,10+,Free,0,Everyone,Sports,21-Feb-18,1,4.1 and up
HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17,"1,000,000+",Free,0,Everyone,Video Players & Editors,16-Mar-18,4.0.3,4.1 and up
P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7,"50,000+",Free,0,Everyone,Personalization,13-Apr-18,1.4,4.1 and up
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8211,4.1,"5,000,000+",Free,0,Everyone,Productivity,20-Jul-18,1.8.4,4.4 and up
All Football - Latest News & Videos,SPORTS,4.6,152867,17,"10,000,000+",Free,0,Everyone,Sports,3-Aug-18,3.0.5,4.1 and up
codeSpark Academy & The Foos,FAMILY,4.1,4522,57,"500,000+",Free,0,Everyone,Educational;Education,21-Jun-18,2.19.01,4.1 and up
Let's Poke The Egg,GAME,3.4,9051,23,"1,000,000+",Free,0,Everyone,Arcade,4-Feb-17,1.2,2.3 and up
Skyscanner,TRAVEL_AND_LOCAL,4.5,481545,29,"10,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,5.48,4.4 and up
Stickman Legends: Shadow Wars,GAME,4.4,38419,100,"1,000,000+",Paid,$0.99,Everyone 10+,Action,3-Aug-18,2.3.24,4.1 and up
Does not Commute,GAME,4,154108,78,"5,000,000+",Free,0,Everyone,Racing,13-Oct-15,1.4.2,2.3 and up
Hard Time (Prison Sim),GAME,4.3,275843,41,"10,000,000+",Free,0,Teen,Adventure,19-Jul-18,1.401,4.0 and up
Santa Fe FCU Mobile Banking,FINANCE,4.3,12,9,"1,000+",Free,0,Everyone,Finance,22-Jan-18,1.18.4,4.0 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,NaN,8,1.9,100+,Free,0,Everyone,Travel & Local,21-Oct-15,0.0.9,4.0 and up
Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,4.1,64784,13,"10,000,000+",Free,0,Everyone,Food & Drink,2-Aug-18,18.6.0.10,5.0 and up
Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3.9,100+,Free,0,Everyone,Maps & Navigation,16-Oct-17,2,4.2 and up
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,4.8,47303,21,"1,000,000+",Free,0,Everyone,Books & Reference,2-Jun-18,18.05.31+530,4.1 and up
Benefits of olive oil with garlic,LIBRARIES_AND_DEMO,NaN,25,2.5,"10,000+",Free,0,Everyone,Libraries & Demo,23-Jun-18,1,4.0.3 and up
Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22,"10,000+",Paid,$2.99,Everyone 10+,Action;Action & Adventure,30-Jun-16,1.0.2,4.0 and up
Latest 2018 Home Designs,HOUSE_AND_HOME,NaN,174,8.7,"10,000+",Free,0,Everyone,House & Home,26-Jul-18,1.1,2.3 and up
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,"500,000+",Free,0,Everyone,Medical,13-Apr-18,1.4.6,4.0 and up
Connect'Em,FAMILY,4.5,49381,6.8,"1,000,000+",Free,0,Everyone,Puzzle,25-Jun-18,1.0.17,2.0 and up
Fancy,SHOPPING,4.2,39735,18,"5,000,000+",Free,0,Teen,Shopping,25-Jul-18,3.13.09,4.0 and up
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20,"500,000+",Free,0,Everyone,Casual;Brain Games,1-Feb-18,1.0.3122,4.0.3 and up
Zenefits,BUSINESS,4.2,296,14,"50,000+",Free,0,Everyone,Business,15-Jun-18,3.2.1,4.1 and up
Permit Test CO Colorado DMV,FAMILY,4.5,41,11,"1,000+",Free,0,Everyone,Education,15-Jun-17,2.6.5,4.1 and up
CX-41,LIFESTYLE,NaN,1,32,100+,Free,0,Everyone,Lifestyle,14-Dec-17,3,4.1 and up
Resume PDF Maker / CV Builder,BUSINESS,4.4,2147,2.2,"500,000+",Free,0,Everyone,Business,14-Dec-17,1.8,4.4 and up
J-Novel Club,FAMILY,3.3,162,9,"10,000+",Free,0,Teen,Entertainment,22-Oct-17,1.2,4.1 and up
RUN JUMP RUN-fun games for free,GAME,4.4,661,42,"100,000+",Free,0,Everyone,Action,20-Apr-18,1.5.2,3.0 and up
My FR App,TOOLS,NaN,2,4.2,100+,Free,0,Everyone,Tools,9-Apr-18,1.283.0037,2.3.3 and up
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,8.9,"10,000,000+",Free,0,Everyone,Tools,1-Aug-18,4.3.0,4.1 and up
We Bare Bears Match3 Repairs,FAMILY,4.7,39153,98,"1,000,000+",Free,0,Everyone,Puzzle,25-Jul-18,1.1.7,4.1 and up
Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,"5,000,000+",Free,0,Teen,Personalization,31-May-18,2.7.2,4.0 and up
Subway Simulator 3D,FAMILY,4,25489,62,"1,000,000+",Free,0,Everyone,Simulation,6-Aug-18,2.9.0,4.1 and up
Reload: The Z-Team,GAME,4.3,1655,91,"100,000+",Free,0,Everyone 10+,Action,28-Feb-18,1.6.2,4.4 and up
Pronunciation and know the name of the caller from his number,LIFESTYLE,4.6,2167,1.4,"500,000+",Free,0,Everyone,Lifestyle,7-Jan-18,1,2.3 and up
SDV Cam,TOOLS,3.2,67,65,"10,000+",Free,0,Everyone,Tools,2-Jun-17,1.0.8,4.0.3 and up
vide-greniers.org,EVENTS,4.3,5839,3.5,"100,000+",Free,0,Everyone,Events,8-Nov-16,16.11.8,2.3.3 and up
AEE AP,PHOTOGRAPHY,NaN,4,17,"1,000+",Free,0,Everyone,Photography,7-Feb-18,1.01,2.2 and up
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4.4,319,1.1,"10,000+",Paid,$2.99,Everyone,Tools,3-Jul-18,2.0.1,4.4 and up
Get SMART ER/LA Opioids,MEDICAL,NaN,0,8.9,500+,Free,0,Everyone,Medical,26-Apr-18,36,4.0.3 and up
Feeder.co,NEWS_AND_MAGAZINES,3.2,77,11,"5,000+",Free,0,Everyone,News & Magazines,12-Mar-18,2.2.7,4.2 and up
Honkai Impact 3rd,GAME,4.7,59017,82,"1,000,000+",Free,0,Teen,Action,3-Jul-18,2.2.1,4.3 and up
Hay Day,FAMILY,4.5,10053186,94,"100,000,000+",Free,0,Everyone,Casual,28-Jun-18,1_39_93,4.0.3 and up
CL Pro Client for Craigslist,SHOPPING,3.6,48,2.2,"5,000+",Free,0,Everyone,Shopping,10-Sep-16,Bowser4Craigslist,4.0 and up
"Alizay, pirate girl",FAMILY,4.5,197,11,"1,000+",Paid,$2.99,Everyone,Casual;Action & Adventure,23-Mar-17,4.0.2,2.3 and up
Vital Tones EI Pro,HEALTH_AND_FITNESS,NaN,2,85,50+,Paid,$9.99,Everyone,Health & Fitness,1-Dec-17,1.4,4.0 and up
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,27,"1,000,000+",Free,0,Everyone,Simulation,12-May-18,1,4.1 and up
Iron Blade,GAME,4.4,161637,82,"10,000,000+",Free,0,Mature 17+,Action,18-Jul-18,1.7.0m,4.0.3 and up
E.G. Chess Free,GAME,4,505,23,"10,000+",Free,0,Everyone,Board,6-Dec-14,1.0.28,2.3 and up
Agent HQ for The Division,FAMILY,4.1,1060,2.5,"100,000+",Free,0,Everyone,Entertainment,17-Feb-18,0.35,4.0.3 and up
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847144,4.2,"10,000,000+",Free,0,Everyone,Photography,10-Nov-17,4.7.4,4.0 and up
S.O.L : Stone of Life EX,FAMILY,4.3,171220,42,"5,000,000+",Free,0,Everyone 10+,Role Playing,28-Jul-15,1.2.6,2.3.3 and up
Jurassic World™ Alive,FAMILY,4.3,308944,70,"5,000,000+",Free,0,Everyone 10+,Simulation,2-Aug-18,1.3.15,4.4 and up
BJ & Jamie,FAMILY,3.9,13,17,100+,Free,0,Everyone,Entertainment,6-Jul-15,1.1,2.3.3 and up
8 Ball Pool,GAME,4.5,14200344,52,"100,000,000+",Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up
Chenoweth AH,MEDICAL,5,1,27,100+,Free,0,Everyone,Medical,3-Apr-17,300000.0.78,4.0.3 and up
Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7252,9.2,"500,000+",Free,0,Everyone,Education,2-Aug-18,3.3.1-build-02-08-2018-19-release,4.0 and up
25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,NaN,0,3.7,10+,Paid,$1.49,Everyone,Tools,18-May-18,2.0.3,2.1 and up
Facetune - For Free,PHOTOGRAPHY,4.4,49553,48,"1,000,000+",Paid,$5.99,Everyone,Photography,25-Jul-18,1.3.1,4.1 and up
Google AdSense,PRODUCTIVITY,4.3,52677,2.9,"1,000,000+",Free,0,Everyone,Productivity,13-Dec-17,3.3,4.0 and up
Simple EV Calc,PRODUCTIVITY,4.2,105,72,"1,000+",Free,0,Everyone,Productivity,16-Oct-17,2.2.2,4.4 and up
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14,"1,000,000+",Paid,$2.49,Everyone,Personalization,24-Aug-16,5.7.8,2.3 and up
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5,"100,000+",Free,0,Everyone,Education,26-Mar-18,3.5,4.1 and up
Can Your Pet? : Returns - Teen,FAMILY,4.3,45370,14,"1,000,000+",Free,0,Teen,Simulation,2-Aug-18,2.59.8,2.3 and up
PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,4.9,55723,14,"1,000,000+",Free,0,Everyone,Entertainment,4-Jun-18,3.3,4.0.3 and up
Wells Fargo Daily Change,FINANCE,4.2,283,5,"100,000+",Free,0,Everyone,Finance,26-Apr-18,2.5.0.26,5.0 and up
osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,4.1,"10,000,000+",Free,0,Everyone,Tools,7-Aug-18,6.06.14,4.4 and up
Fallout Shelter,GAME,4.6,2719142,25,"10,000,000+",Free,0,Teen,Simulation,11-Jun-18,1.13.12,4.1 and up
Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37,"500,000+",Free,0,Teen,Action,9-Jul-18,1.1,4.1 and up
EU Flags Free Live Wallpaper,PERSONALIZATION,3.4,730,2.3,"100,000+",Free,0,Everyone,Personalization,18-Nov-13,1.95,2.1 and up
Dr. Parker : Parking Simulator,GAME,4.5,14253,81,"1,000,000+",Free,0,Everyone,Racing,18-Jan-18,3.1,4.0 and up
Florida map,TRAVEL_AND_LOCAL,NaN,11,3.4,"5,000+",Free,0,Everyone,Travel & Local,15-May-16,0.0.7,4.0 and up
Hot Bhojpuri Video Song 2018 - Free Movies,FAMILY,4.4,447,3.7,"100,000+",Free,0,Mature 17+,Entertainment,4-Apr-18,1,4.2 and up
N Launcher - Nougat 7.0,PERSONALIZATION,4.4,32597,8.4,"1,000,000+",Free,0,Everyone,Personalization,24-May-18,1.5.2,4.1 and up
dt.se,NEWS_AND_MAGAZINES,3.1,124,12,"10,000+",Free,0,Everyone,News & Magazines,29-Jun-18,4.9.0,4.1 and up
How Do I Look,PHOTOGRAPHY,2.7,3032,2.8,"500,000+",Free,0,Everyone,Photography,8-Dec-17,1.3,3.0 and up
Khan Academy,EDUCATION,4.6,85375,21,"5,000,000+",Free,0,Everyone,Education,27-Jul-18,5.0.0,4.1 and up
LightMeter (noAds),PHOTOGRAPHY,4.6,617,12,"10,000+",Paid,$1.99,Everyone,Photography,22-Nov-16,1.5.10.NA,3.2 and up
AE Order,TOOLS,4.1,19,0.317,"1,000+",Free,0,Everyone,Tools,12-Nov-13,2.0.131112,2.3 and up
Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,4.4,1322,3.5,"100,000+",Free,0,Everyone,Books & Reference,28-May-18,6,4.0.3 and up
Swamp Attack,GAME,4.4,2119218,70,"50,000,000+",Free,0,Everyone 10+,Action,29-Jun-18,3.0.1,4.1 and up
Five Nights at Freddy's: SL,GAME,4.5,16162,99,"100,000+",Paid,$2.99,Teen,Action,6-Apr-17,1.2,2.3 and up
Photo Editor - BPhoto,PHOTOGRAPHY,4.5,42,20,"1,000+",Free,0,Everyone,Photography,17-Sep-16,1.2,4.2 and up
BR Chat Bot,SOCIAL,1.9,16,2.6,"1,000+",Free,0,Everyone,Social,30-Jun-16,1,4.0 and up
Soul Mate,DATING,NaN,0,4.4,10+,Free,0,Mature 17+,Dating,19-Jul-18,4.5.0,4.0.3 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16,"10,000,000+",Free,0,Everyone,Entertainment,20-Jun-18,9.1.4,4.4 and up
EO GSEA,BUSINESS,NaN,1,30,10+,Free,0,Everyone,Business,4-Jan-18,1.0.0,4.4 and up
Cr Aviation Academy,FAMILY,5,7,22,100+,Free,0,Everyone,Education,9-Aug-17,1,4.1 and up
CQ ESPM,BUSINESS,5,2,3.4,5+,Free,0,Everyone,Business,3-Jun-17,1.0.1,4.1 and up
PJ Masks: HQ,FAMILY,4.1,13731,55,"1,000,000+",Free,0,Everyone,Entertainment;Action & Adventure,22-Jun-18,1.2.1,4.0 and up
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27,"100,000+",Free,0,Everyone,House & Home,29-May-18,2.4.2,4.4 and up
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1,"50,000+",Free,0,Everyone,Board,18-Apr-17,1.1.1,2.3 and up
SHUTTLLS CQ - Connect Ride Go,TRAVEL_AND_LOCAL,NaN,0,18,5+,Free,0,Everyone,Travel & Local,26-Apr-18,4.6.2100,4.3 and up
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11,"10,000,000+",Free,0,Everyone 10+,Lifestyle,25-Jun-18,5.2.4(881),4.0.3 and up
OMG Gross Zit - Date Nightmare,FAMILY,3.7,70105,67,"10,000,000+",Free,0,Everyone,Casual,6-Jun-18,1.0.3,4.1 and up
FD Mobile,FAMILY,3.9,53,7.9,"5,000+",Free,0,Everyone,Entertainment,20-Sep-17,2.1.2,4.0.3 and up
ZERO Lock Screen,TOOLS,3.5,75336,0.544,"1,000,000+",Free,0,Everyone,Tools,5-Feb-16,1.3,4.0 and up
TANGEDCO Mobile App (Official),BUSINESS,3.3,2915,3.3,"500,000+",Free,0,Everyone,Business,3-Nov-17,1.0.2,4.4 and up
FD e-paper,NEWS_AND_MAGAZINES,3.1,183,7.1,"10,000+",Free,0,Everyone,News & Magazines,4-Jul-18,2.2.9,4.1 and up
"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,549900,60,"10,000,000+",Free,0,Everyone,Productivity,18-Jul-18,7.3.30,4.1 and up
Pixyfy: coloring by number coloring book,FAMILY,4.8,22290,13,"500,000+",Free,0,Everyone,Puzzle,5-Aug-18,18.08.05,4.0 and up
MyWoundDoctor - Provider,MEDICAL,NaN,0,3.5,1+,Free,0,Everyone,Medical,27-Jul-18,1.2.1,5.0 and up
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26,"50,000+",Free,0,Teen,Casino,12-Aug-16,1.18,4.0 and up
R Instructor,FAMILY,4.1,135,4.9,"1,000+",Paid,$4.84,Everyone,Education,21-Feb-14,2.03,3.0 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9,"10,000+",Free,0,Mature 17+,Dating,9-Jul-18,8.2,4.0.3 and up
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,"5,000+",Free,0,Teen,Comics,24-Jul-18,1.0.4,4.0.3 and up
Inside Out Thought Bubbles,FAMILY,4.4,623398,58,"10,000,000+",Free,0,Everyone,Puzzle;Brain Games,31-Aug-17,1.22.0,4.0.3 and up
FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76,35,"10,000+",Free,0,Everyone,Entertainment,19-Dec-17,4.5.1c,4.4 and up
EI SmartMiles,FINANCE,2.4,9,3.8,"1,000+",Free,0,Everyone,Finance,21-Jan-18,1.0.0,4.0 and up
FVD Ad-Free,TOOLS,4.4,1774,4.1,"10,000+",Paid,$1.99,Everyone,Tools,5-Oct-17,4.4.3,3.0 and up
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21187,35,"1,000,000+",Free,0,Everyone,Medical,23-Jul-18,3.52.0,5.0 and up
Toca Life: City,FAMILY,4.7,31100,24,"500,000+",Paid,$3.99,Everyone,Education;Pretend Play,6-Jul-18,1.5-play,4.4 and up
CL-Phlebotomist,MEDICAL,4.7,19,7.3,100+,Free,0,Everyone,Medical,16-Jun-18,1.0.23,4.1 and up
Obbligo o Verità? PRO,GAME,NaN,4,2.9,100+,Paid,$0.99,Teen,Board,26-Apr-18,"1,01",3.0 and up
GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4.3,"1,000+",Free,0,Everyone,Education,28-Aug-17,1.3,4.4 and up
"Kolkata News:Anandbazar Patrika,ei samay&AllRating",NEWS_AND_MAGAZINES,5,10,5,100+,Free,0,Everyone,News & Magazines,14-Jul-18,1,4.0.3 and up
Ay Up,FAMILY,4.5,11,7.2,100+,Free,0,Everyone,Entertainment,27-Oct-15,3.0.0,2.1 and up
Bingo Party - Free Bingo Games,GAME,4.7,155694,92,"1,000,000+",Free,0,Teen,Board,13-Jul-18,2.1.1,4.0.3 and up
West Central Ag,BUSINESS,NaN,3,1.7,100+,Free,0,Everyone,Business,16-Jan-17,1.2,4.0 and up
Pharmacie de Garde CI et Prix,HEALTH_AND_FITNESS,4.4,2599,6.9,"100,000+",Free,0,Mature 17+,Health & Fitness,9-Jan-18,3.0.5.0,2.0 and up
ABC News - US & World News,NEWS_AND_MAGAZINES,4,18976,35,"1,000,000+",Free,0,Everyone 10+,News & Magazines,6-Jun-18,3.19.11,5.0 and up
Custos F.O.,BUSINESS,NaN,0,9.7,1+,Free,0,Everyone,Business,20-Jun-18,4.1.0,4.1 and up
TNEB Bill Online Payment (Tamil),SOCIAL,NaN,7,2.3,"5,000+",Free,0,Teen,Social,13-Jul-18,2,4.0.3 and up
Archos File Manager,PRODUCTIVITY,4,2131,2.3,"5,000,000+",Free,0,Everyone,Productivity,22-Apr-16,4.1.4,4.1 and up
El Laberinto del Demonio 2,FAMILY,4.1,3654,25,"100,000+",Free,0,Teen,Puzzle,14-Apr-17,1.0.1,4.0 and up
Sabbath School 4,FAMILY,4.3,2871,18,"100,000+",Free,0,Everyone,Education,8-May-15,1.6,2.3.3 and up
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,712737,50,"10,000,000+",Free,0,Everyone,Video Players & Editors,24-Jul-18,4.13.3,4.3 and up
Pin-fo,FAMILY,4.6,19,1.6,500+,Free,0,Everyone,Entertainment,15-Aug-16,3rd Release Aug 2016,2.2 and up
Smokes for CS:GO,FAMILY,3.9,3253,3.6,"100,000+",Free,0,Everyone,Entertainment,10-Apr-15,1.3,2.2 and up
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,0.779,"10,000+",Paid,$0.99,Everyone,Personalization,7-Jan-15,1.1,4.0.3 and up
Extreme Rally Championship,AUTO_AND_VEHICLES,4.2,129,54,"100,000+",Free,0,Everyone,Auto & Vehicles,26-Jul-18,3,4.1 and up
Cy's Elma Pharmacy,HEALTH_AND_FITNESS,NaN,0,9.4,10+,Free,0,Everyone 10+,Health & Fitness,28-Jun-18,7.4.8,4.0.3 and up
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,"1,000,000+",Free,0,Everyone,Personalization,22-May-18,18,4.1 and up
Pistolet CZ-70 CZ-50 expliqué,BOOKS_AND_REFERENCE,NaN,0,17,1+,Paid,$5.99,Everyone,Books & Reference,1-Nov-16,Android 2.0 - 2016,1.6 and up
Telemundo Deportes - En Vivo,SPORTS,4.5,36255,25,"1,000,000+",Free,0,Everyone,Sports,1-Aug-18,5.10.5,4.1 and up
AF Link,NEWS_AND_MAGAZINES,4.7,210,18,"10,000+",Free,0,Everyone,News & Magazines,31-May-18,v4.29.0.9,4.4 and up
BT One Mobile secure access,BUSINESS,3.4,54,5.7,"10,000+",Free,0,Everyone,Business,28-Jul-16,3.61,2.3.3 and up
Stack Jump,GAME,4.3,118253,40,"10,000,000+",Free,0,Teen,Arcade,3-May-18,1.4.6,4.1 and up
BG TV Program,FAMILY,NaN,1,2.8,100+,Free,0,Everyone,Entertainment,22-Apr-18,1,4.1 and up
Heart Surgery Emergency Doctor,FAMILY,4.1,2248,29,"100,000+",Free,0,Teen,Educational,28-Apr-17,1.3,4.0 and up
Tickets SDA 2019 + Exam RF,AUTO_AND_VEHICLES,4.8,7021,17,"500,000+",Free,0,Everyone,Auto & Vehicles,27-Jul-18,1.79,4.0 and up
AnatomyMapp,MEDICAL,4.1,80,48,"5,000+",Paid,$14.99,Everyone,Medical,5-Nov-13,1,3.0 and up
FN Web Radio,COMMUNICATION,NaN,0,1.6,10+,Free,0,Everyone,Communication,18-May-18,1.1,2.3 and up
CQ,NEWS_AND_MAGAZINES,3.7,7,3.4,"1,000+",Free,0,Everyone 10+,News & Magazines,18-May-18,1.0.11,4.0.3 and up
ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500+,Paid,$8.99,Everyone,Productivity,3-Nov-16,1.0.8,4.0 and up
Yes day,GAME,4.5,10055521,94,"100,000,000+",Free,0,Everyone,Casual,28-Jun-18,1_39_93,4.0.3 and up
Air conditioner remote control,TOOLS,3.4,29854,5,"1,000,000+",Free,0,Everyone,Tools,19-Jul-17,5,2.3 and up
AU Spark,FAMILY,3.7,681,8.2,"10,000+",Free,0,Everyone,Education,1-Aug-18,5.06,4.4 and up
MPS CL,TOOLS,NaN,1,3.2,10+,Free,0,Everyone,Tools,24-May-18,1.0.3,4.0.3 and up
BJ's Express Scan,SHOPPING,2.3,69,11,"10,000+",Free,0,Everyone,Shopping,19-Mar-18,1.0.16,4.4 and up
I AM RICH PRO PLUS,FINANCE,4,36,41,"1,000+",Paid,$399.99,Everyone,Finance,25-Jun-18,1.0.2,4.1 and up
Toy Pop Cubes,FAMILY,4.5,5761,21,"1,000,000+",Free,0,Everyone,Casual;Brain Games,4-Jul-18,1.8.3181,4.0.3 and up
Co Checker,TOOLS,1.9,12,2,"1,000+",Free,0,Everyone,Tools,20-Oct-17,1.8.6,4.3 and up
BU Bookstore,SHOPPING,NaN,2,7.6,"1,000+",Free,0,Everyone,Shopping,19-Mar-18,3.0.2,4.1 and up
"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,213735,43,"10,000,000+",Free,0,Everyone,Shopping,24-Jul-18,5.3.73,4.4 and up
"No. Color - Color by Number, Number Coloring",FAMILY,4.8,269194,6.9,"10,000,000+",Free,0,Everyone,Entertainment;Brain Games,3-Aug-18,Varies with device,Varies with device
Auction Wars : Storage King,GAME,4.1,29062,63,"1,000,000+",Free,0,Everyone,Casino,15-Sep-17,2.1,2.3 and up
BJ-DRONE,FAMILY,NaN,1,23,100+,Free,0,Everyone,Entertainment,27-Mar-18,1,4.0.3 and up
J. Polep Plus Mobile,PRODUCTIVITY,NaN,0,44,100+,Free,0,Everyone,Productivity,26-Mar-18,1.1.4,5.0 and up
CF Appreciation,LIFESTYLE,2,11,6.2,"1,000+",Free,0,Everyone,Lifestyle,12-Jun-18,2.4.78-s,4.1 and up
Dr. Sudoku,FAMILY,3.5,2310,3.1,"500,000+",Free,0,Everyone,Puzzle,4-Jan-18,1.06,4.1 and up
Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5,"1,000,000+",Free,0,Everyone,House & Home,11-Mar-15,1.5,3.0 and up
SMS Park,AUTO_AND_VEHICLES,4.5,3617,7.9,"100,000+",Free,0,Everyone,Auto & Vehicles,16-May-18,2.8.2,4.1 and up
Squeezy CF,MEDICAL,NaN,0,1.4,10+,Paid,$2.99,Everyone,Medical,26-Apr-17,1.2.11,4.0 and up
Cooking Channel,ENTERTAINMENT,4.1,1033,16,"100,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,"500,000+",Free,0,Everyone,Shopping,13-Jul-18,9.0.30,4.1 and up
Learn C Programming (Examples) (OFFLINE),FAMILY,4.3,43,3.7,"10,000+",Free,0,Everyone,Education,16-Dec-17,1.0.3,4.1 and up
Virtual lover,FAMILY,4.6,45771,28,"1,000,000+",Free,0,Mature 17+,Entertainment,8-Jun-18,1.39,4.1 and up
Mercato foot by Maxifoot,SPORTS,4.4,697,3,"100,000+",Free,0,Everyone,Sports,16-Mar-17,1.1,4.1 and up
Bee'ah Employee App,COMMUNICATION,4,4,5.4,100+,Free,0,Teen,Communication,24-Dec-17,2.26.5.0,5.0 and up
Car Race by Fun Games For Free,GAME,4.3,54221,47,"1,000,000+",Free,0,Everyone,Racing,15-Jun-13,1.2,2.3 and up
Collage&Add Stickers papelook,PHOTOGRAPHY,4,32896,31,"5,000,000+",Free,0,Everyone,Photography,14-Mar-18,3.3.5,2.3.3 and up
Google Assistant,PRODUCTIVITY,4.2,58675,1.3,"10,000,000+",Free,0,Everyone,Productivity,9-Mar-18,0.1.187945513,5.0 and up
Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27,"50,000+",Free,0,Everyone,Books & Reference,22-Apr-18,10.1,4.1 and up
"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4.7,143,26,"5,000+",Paid,$0.99,Mature 17+,News & Magazines,26-Jul-18,4.1.10,4.1 and up
LOL Pics (Funny Pictures),ENTERTAINMENT,4.4,67554,7.7,"1,000,000+",Free,0,Teen,Entertainment,15-Sep-15,4,2.3.3 and up
Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2.3,"10,000+",Free,0,Mature 17+,Maps & Navigation,31-Jul-18,1.0.10.5,4.0.3 and up
F-Stop Gallery,PHOTOGRAPHY,4.2,12726,15,"1,000,000+",Free,0,Everyone,Photography,21-Jul-18,4.9.18,4.1 and up
Daily Manga - Comic & Webtoon,COMICS,3.2,1462,7.1,"100,000+",Free,0,Mature 17+,Comics,18-May-18,1,4.0.3 and up
ATC Unico BS,COMMUNICATION,NaN,10,5.3,500+,Free,0,Everyone,Communication,16-Oct-15,0.12,4.1 and up
Favorite children's songs,PARENTING,4.7,39,95,"10,000+",Free,0,Everyone,Parenting,6-Jul-18,1.2.5,4.2 and up
Selfie Camera Photo Editor & Filter & Sticker,BEAUTY,4.1,187,30,"50,000+",Free,0,Teen,Beauty,24-Jul-18,3.0.1,4.0.3 and up
BK Manager,NEWS_AND_MAGAZINES,NaN,19,17,"5,000+",Free,0,Everyone,News & Magazines,19-Dec-17,1.0.2,4.4 and up
